course_id,course_name,category,skills,level,duration_hours,rating,instructor,description,enrolled_students,price,language,tags,prerequisites
103,"Attention Mechanisms - Advanced Architectures (Project-Based, Coursera)",Deep Learning,attention mechanisms advanced architectures deep learning,Advanced,4,4.8,Ms. K. Verma,"Learn Attention Mechanisms through a advanced architectures focused course, covering key concepts in Deep Learning.",39453,2499,French,"job-ready, beginner-friendly",[1370]
104,"Kotlin - Object Oriented Programming (Crash Course, edX)",Programming,kotlin object oriented programming programming,Advanced,6,4.7,Mr. T. Singh,"Learn Kotlin through a object oriented programming focused course, covering key concepts in Programming.",2138,0,French,"project-based, in-demand",[1135]
105,"Feature Engineering - Real World Case Studies (Project-Based, Pluralsight)",Machine Learning,feature engineering real world case studies machine learning,Beginner,12,4.5,Prof. J. Mehta,"Learn Feature Engineering through a real world case studies focused course, covering key concepts in Machine Learning.",34129,999,English,"industry-recognized, beginner-friendly, quiz-included",[]
106,"Classification - Advanced Techniques (Live Cohort, Udemy)",Machine Learning,classification advanced techniques machine learning,Advanced,25,4.7,Mr. T. Singh,"Learn Classification through a advanced techniques focused course, covering key concepts in Machine Learning.",7777,4999,English,"industry-recognized, quiz-included, beginner-friendly",[2036]
107,"Java - Testing and Debugging (Crash Course, Udemy)",Programming,java testing and debugging programming,Beginner,20,3.8,Ms. P. Nair,"Learn Java through a testing and debugging focused course, covering key concepts in Programming.",2875,2499,English,"in-demand, certificate, trending",[]
108,"Linear Algebra - Fundamentals (Live Cohort, Pluralsight)",Statistics & Math,linear algebra fundamentals statistics & math,Beginner,12,4.9,Prof. J. Mehta,"Learn Linear Algebra through a fundamentals focused course, covering key concepts in Statistics & Math.",37838,4999,French,"trending, industry-recognized, project-based",[]
109,"HTML CSS - Fundamentals (Project-Based, DataCamp)",Web Development,html css fundamentals web development,Beginner,12,3.7,Mr. S. Gupta,"Learn HTML CSS through a fundamentals focused course, covering key concepts in Web Development.",19349,2999,Spanish,"mentor-support, certificate, job-ready",[]
110,"Google Cloud - Fundamentals (Project-Based, edX)",Cloud & DevOps,google cloud fundamentals cloud & devops,Beginner,2,4.2,Prof. M. Khan,"Learn Google Cloud through a fundamentals focused course, covering key concepts in Cloud & DevOps.",36932,3999,French,"project-based, job-ready, in-demand",[]
111,"JavaScript - Object Oriented Programming (Live Cohort, LinkedIn Learning)",Programming,javascript object oriented programming programming,Advanced,2,4.3,Dr. A. Sharma,"Learn JavaScript through a object oriented programming focused course, covering key concepts in Programming.",12475,499,English + Hindi Subtitles,"in-demand, trending, beginner-friendly, quiz-included",[1255]
112,"GraphQL - Fundamentals (Self-Paced, edX)",Web Development,graphql fundamentals web development,Beginner,12,4.6,Dr. L. Fernandes,"Learn GraphQL through a fundamentals focused course, covering key concepts in Web Development.",1982,0,English + Hindi Subtitles,"industry-recognized, quiz-included, hands-on",[]
113,"Data Warehousing - Intermediate Queries (Self-Paced, Udemy)",Databases,data warehousing intermediate queries databases,Advanced,15,4.6,Dr. L. Fernandes,"Learn Data Warehousing through a intermediate queries focused course, covering key concepts in Databases.",11834,4999,English + Hindi Subtitles,"hands-on, industry-recognized, certificate, trending",[115]
114,"Django - Fundamentals (Project-Based, edX)",Web Development,django fundamentals web development,Beginner,6,4.8,Prof. M. Khan,"Learn Django through a fundamentals focused course, covering key concepts in Web Development.",4931,1499,Spanish,"in-demand, hands-on",[]
115,"PostgreSQL - Basics (Project-Based, Udemy)",Databases,postgresql basics databases,Beginner,2,4.9,Mr. S. Gupta,"Learn PostgreSQL through a basics focused course, covering key concepts in Databases.",45329,499,English + Hindi Subtitles,"industry-recognized, quiz-included",[]
116,"Autoencoders - Practical Applications (Live Cohort, Udemy)",Deep Learning,autoencoders practical applications deep learning,Beginner,15,4.7,Prof. M. Khan,"Learn Autoencoders through a practical applications focused course, covering key concepts in Deep Learning.",26492,0,Hindi,"in-demand, industry-recognized",[]
117,"Redis - Basics (Live Cohort, Pluralsight)",Databases,redis basics databases,Beginner,30,4.5,Ms. P. Nair,"Learn Redis through a basics focused course, covering key concepts in Databases.",44740,1999,Hindi,"project-based, mentor-support, hands-on, industry-recognized",[]
118,"Robotics - Introduction (Live Cohort, edX)",AI Specialized,robotics introduction ai specialized,Beginner,15,4.1,Mr. S. Gupta,"Learn Robotics through a introduction focused course, covering key concepts in AI Specialized.",32145,1999,French,"mentor-support, hands-on",[]
119,"Ensemble Methods - Fundamentals (Live Cohort, Coursera)",Machine Learning,ensemble methods fundamentals machine learning,Beginner,20,3.7,Mr. S. Gupta,"Learn Ensemble Methods through a fundamentals focused course, covering key concepts in Machine Learning.",4771,499,English,"job-ready, certificate",[]
120,"D3.js - Real World Projects (Live Cohort, Udemy)",Data Visualization,d3.js real world projects data visualization,Beginner,25,4.0,Dr. N. Rao,"Learn D3.js through a real world projects focused course, covering key concepts in Data Visualization.",44773,2999,English + Hindi Subtitles,"project-based, in-demand, trending, hands-on",[]
121,"Data Analysis - Real World Case Studies (Project-Based, Pluralsight)",Data Science,data analysis real world case studies data science,Beginner,15,4.7,Mr. S. Gupta,"Learn Data Analysis through a real world case studies focused course, covering key concepts in Data Science.",5819,4999,Spanish,"beginner-friendly, trending",[]
122,"D3.js - Basics (Project-Based, Coursera)",Data Visualization,d3.js basics data visualization,Beginner,2,4.2,Prof. R. Iyer,"Learn D3.js through a basics focused course, covering key concepts in Data Visualization.",7451,1499,English,"beginner-friendly, certificate, trending",[]
123,"Go - Functional Programming (Crash Course, Udemy)",Programming,go functional programming programming,Beginner,15,4.4,Mr. T. Singh,"Learn Go through a functional programming focused course, covering key concepts in Programming.",48538,999,Spanish,"hands-on, trending, industry-recognized, mentor-support",[]
124,"Django - Fundamentals (Self-Paced, Pluralsight)",Web Development,django fundamentals web development,Beginner,8,4.6,Dr. A. Sharma,"Learn Django through a fundamentals focused course, covering key concepts in Web Development.",37426,0,Hindi,"project-based, beginner-friendly, quiz-included",[]
125,"CNN - Research Perspectives (Live Cohort, Coursera)",Deep Learning,cnn research perspectives deep learning,Advanced,8,4.9,Dr. A. Sharma,"Learn CNN through a research perspectives focused course, covering key concepts in Deep Learning.",25795,2999,Hindi,"trending, certificate, industry-recognized","[655, 1446]"
126,"D3.js - Best Practices (Self-Paced, Udemy)",Data Visualization,d3.js best practices data visualization,Beginner,8,4.0,Mr. T. Singh,"Learn D3.js through a best practices focused course, covering key concepts in Data Visualization.",1808,3999,English,"in-demand, trending",[]
127,"Prompt Engineering - Advanced Applications (Live Cohort, LinkedIn Learning)",AI Specialized,prompt engineering advanced applications ai specialized,Advanced,25,3.7,Dr. L. Fernandes,"Learn Prompt Engineering through a advanced applications focused course, covering key concepts in AI Specialized.",20961,0,English,"certificate, mentor-support, hands-on, project-based","[67, 1859]"
128,"Seaborn - Basics (Live Cohort, Udemy)",Data Visualization,seaborn basics data visualization,Beginner,6,4.6,Prof. M. Khan,"Learn Seaborn through a basics focused course, covering key concepts in Data Visualization.",24422,0,Hindi,"industry-recognized, hands-on",[]
129,"Git and Version Control - Practical Guide (Project-Based, Udemy)",Career Skills,git and version control practical guide career skills,Intermediate,2,4.3,Ms. P. Nair,"Learn Git and Version Control through a practical guide focused course, covering key concepts in Career Skills.",37305,499,Hindi,"hands-on, trending, certificate, in-demand","[736, 805]"
130,"NumPy - Best Practices (Crash Course, LinkedIn Learning)",Data Science,numpy best practices data science,Advanced,20,4.9,Ms. P. Nair,"Learn NumPy through a best practices focused course, covering key concepts in Data Science.",18661,2999,Spanish,"industry-recognized, job-ready, project-based, beginner-friendly",[812]
131,"Java - Object Oriented Programming (Self-Paced, Pluralsight)",Programming,java object oriented programming programming,Advanced,20,4.2,Ms. K. Verma,"Learn Java through a object oriented programming focused course, covering key concepts in Programming.",29917,4999,English + Hindi Subtitles,"beginner-friendly, project-based",[1307]
132,"Pandas - Practical Applications (Self-Paced, Udemy)",Data Science,pandas practical applications data science,Advanced,6,4.9,Ms. P. Nair,"Learn Pandas through a practical applications focused course, covering key concepts in Data Science.",17006,999,English + Hindi Subtitles,"hands-on, mentor-support, project-based, certificate",[1101]
133,"Regression Analysis - Advanced Theory (Crash Course, Coursera)",Statistics & Math,regression analysis advanced theory statistics & math,Advanced,20,4.1,Dr. L. Fernandes,"Learn Regression Analysis through a advanced theory focused course, covering key concepts in Statistics & Math.",15025,2999,Hindi,"quiz-included, industry-recognized, mentor-support, trending","[1292, 1812]"
134,"PHP - Advanced Concepts (Self-Paced, Udemy)",Programming,php advanced concepts programming,Advanced,20,4.6,Mr. T. Singh,"Learn PHP through a advanced concepts focused course, covering key concepts in Programming.",25606,3999,English + Hindi Subtitles,"quiz-included, mentor-support, beginner-friendly",[143]
135,"Recommendation Systems - Fundamentals (Crash Course, LinkedIn Learning)",AI Specialized,recommendation systems fundamentals ai specialized,Beginner,25,3.8,Mr. S. Gupta,"Learn Recommendation Systems through a fundamentals focused course, covering key concepts in AI Specialized.",46850,1499,French,"in-demand, quiz-included",[]
136,"Optimization - Applied Techniques (Live Cohort, edX)",Statistics & Math,optimization applied techniques statistics & math,Intermediate,25,4.8,Ms. P. Nair,"Learn Optimization through a applied techniques focused course, covering key concepts in Statistics & Math.",24713,1999,Hindi,"beginner-friendly, job-ready, certificate","[2022, 2034]"
137,"AutoML - Hands-on Project (Project-Based, DataCamp)",Machine Learning,automl hands on project machine learning,Advanced,20,4.0,Prof. J. Mehta,"Learn AutoML through a hands-on project focused course, covering key concepts in Machine Learning.",27158,0,Hindi,"quiz-included, trending","[688, 1285]"
138,"Rust - Best Practices (Project-Based, Pluralsight)",Programming,rust best practices programming,Beginner,15,4.9,Ms. P. Nair,"Learn Rust through a best practices focused course, covering key concepts in Programming.",11967,3999,English,"industry-recognized, mentor-support, beginner-friendly, job-ready",[]
139,"Statistics - Applied Techniques (Project-Based, Udemy)",Statistics & Math,statistics applied techniques statistics & math,Advanced,30,4.7,Ms. P. Nair,"Learn Statistics through a applied techniques focused course, covering key concepts in Statistics & Math.",37837,1499,Hindi,"quiz-included, job-ready, industry-recognized",[1028]
